WARNING: 2 open meshes merged
     Merged: Canard
     Merged: WingGeom
...Mass Properties...
101 Num Comps
101 Total Num Meshes
46784 Total Num Tris

7.071729363383923e+02             Total Mass
9.976099591865617e+00 6.096654543928714e-04 1.360138528800977e+00       Center of Gravity
2.575143095200070e+04 3.501818510897282e+04 5.727190790174054e+04       Ixx, Iyy, Izz
-1.812060190385435e+01 2.119755715946730e+03 2.621258395652244e+01       Ixy, Ixz, Iyz
7.071729363383923e+02             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
-5.767264973081038e+00	1.610747850758729e+00	-5.767264973081035e+00	-3.793618871662608e-16	5.678839383897065e-01	2.655394707300551e-01	1.206375289154329e+00	1.230783578787413e+00	3.549949711909878e-03	5.412601095619038e-03	-5.017035560063647e-04	1.610747850758729e+00
-3.968461585909779e+00	1.280352840111029e+01	-4.194760040449251e+00	-2.017753900069008e-16	5.176549795185805e-01	1.275936251254455e+01	1.851330849645832e+01	2.062025406018297e+01	-3.002820983346870e-02	-1.941861724829380e-01	-2.362185190119118e-02	1.280352840111029e+01
-2.169658198738521e+00	3.392718833164443e+01	-2.933896269162418e+00	1.270996083306161e-02	3.104963243110022e-01	7.897123182545953e+01	1.054407130983625e+02	9.376824085851057e+01	2.812521254702185e-01	-5.580212888164158e+00	-1.364037374895770e+00	3.392718833164443e+01
-3.708548115672616e-01	6.808963259068113e+01	-1.647947768675454e+00	6.333023376163555e-03	3.658637246160989e-01	4.548332828569293e+02	2.744993046957643e+02	5.702736096118272e+02	-3.637820237666985e-01	-9.124916326038740e-01	-9.681781031667355e-01	6.808963259068113e+01
1.427948575603996e+00	1.074835521140037e+02	-5.205974842328199e-01	4.011899740844017e-03	5.538105720005204e-01	6.238809338645638e+02	6.241399989881758e+02	9.150086106223761e+02	-1.484264873739154e+00	3.811964720198608e+01	7.036868482089045e-01	1.074835521140037e+02
3.226751962775254e+00	1.568207330743870e+02	6.583515881524683e-01	2.749720820821841e-03	7.624328270559591e-01	8.917434483463323e+02	1.281680399496484e+03	1.541557903925199e+03	-2.778451403542205e+00	1.217999019363102e+02	3.160700362122786e+00	1.568207330743870e+02
5.025555349946514e+00	2.101227297788332e+02	1.766183571697546e+00	2.052196996132097e-03	9.035902037423210e-01	1.198122716652284e+03	2.247773884448773e+03	2.471143303060269e+03	-4.235730095658809e+00	2.180718930542806e+02	6.368961974829261e+00	2.101227297788332e+02
6.824358737117772e+00	2.644565076843803e+02	2.805408389614662e+00	1.630563901213789e-03	9.994137733894458e-01	1.500393010561806e+03	3.559036547723552e+03	3.744458409044359e+03	-5.566073571676124e+00	3.195548000510461e+02	8.010092447520490e+00	2.644565076843803e+02
8.623162124289031e+00	3.150692628653179e+02	3.739972881238615e+00	1.368629967105053e-03	1.035472040948616e+00	1.753084428074048e+03	5.151368598758803e+03	5.348789184718862e+03	-7.699944263208162e+00	3.746945118404291e+02	1.010695813367310e+01	3.150692628653179e+02
1.042196551146029e+01	3.786025270689066e+02	4.861277608042624e+00	1.138976713651800e-03	1.103050959245540e+00	2.841476097660639e+03	7.708088260847148e+03	8.687461460735021e+03	-1.036356368812986e+01	5.164758935604823e+02	1.374629979387068e+01	3.786025270689066e+02
1.222076889863155e+01	4.622456784290033e+02	6.192974306742181e+00	9.328793803471999e-04	1.172153182832512e+00	7.965842202379355e+03	1.162878051592920e+04	1.742497510122445e+04	-1.301132052159789e+01	7.085227655809306e+02	1.731574236562533e+01	4.622456784290033e+02
1.401957228580280e+01	5.500922016585167e+02	7.442836455492323e+00	7.839039723889612e-04	1.220558780778621e+00	1.707495635481580e+04	1.639281879251553e+04	3.093201645042326e+04	-1.526200636469673e+01	8.831197363924707e+02	2.084933906824521e+01	5.500922016585167e+02
1.581837567297407e+01	6.114740444807466e+02	8.283601548367942e+00	7.052130273604956e-04	1.268630601057581e+00	2.380415879837121e+04	2.042531546906251e+04	4.145882321781661e+04	-1.619690007014620e+01	1.104278281094902e+03	2.420830021376061e+01	6.114740444807466e+02
1.761717906014533e+01	6.467122250686331e+02	8.792171321973420e+00	6.667872437618919e-04	1.284162105416060e+00	2.410871814579090e+04	2.340960947859587e+04	4.463165677755201e+04	-1.705509947972175e+01	1.192554576771234e+03	2.596852301478888e+01	6.467122250686331e+02
1.941598244731658e+01	6.698177662256193e+02	9.158642499027838e+00	6.437862412795269e-04	1.289280861210335e+00	2.424314887305548e+04	2.596632690223190e+04	4.727623711770218e+04	-1.753547297171581e+01	1.227537949880605e+03	2.633410686234595e+01	6.698177662256193e+02
2.121478583448784e+01	6.817712909347018e+02	9.370023367029901e+00	6.324987100431210e-04	1.289967165562359e+00	2.433151788383411e+04	2.768687602941135e+04	4.907415096584123e+04	-1.774797579544593e+01	1.232997111859454e+03	2.625735055992471e+01	6.817712909347018e+02
2.301358922165910e+01	6.835656974473692e+02	9.405838656645770e+00	6.308383578505055e-04	1.289323121082095e+00	2.440110363350724e+04	2.802142249426196e+04	4.947790219315516e+04	-1.778175340106520e+01	1.227006148702168e+03	2.626356914915804e+01	6.835656974473692e+02
2.481239260883036e+01	6.914298062224493e+02	9.581068036459548e+00	6.236633974699381e-04	1.289930376612257e+00	2.476680801312256e+04	2.988798485636131e+04	5.167846515330290e+04	-1.790192788706793e+01	1.233420229480604e+03	2.625582970779939e+01	6.914298062224493e+02
2.661119599600162e+01	7.009198323555823e+02	9.811645560344855e+00	6.151044522703886e-04	1.312861954236294e+00	2.527117305937242e+04	3.269174190435348e+04	5.482203202015844e+04	-1.804452040481524e+01	1.503457908727579e+03	2.622518357796959e+01	7.009198323555823e+02
2.840999938317288e+01	7.071729363383918e+02	9.976099591865619e+00	6.096654543920617e-04	1.360138528800977e+00	2.575143095200072e+04	3.501818510897287e+04	5.727190790174052e+04	-1.812060190385251e+01	2.119755715946726e+03	2.621258395652265e+01	7.071729363383918e+02
